일자,시도명,읍면동명,평균 기온,일강수량,최대 풍속,업종명,이용금액,데이터기준일자
2018-11-13,제주시,용담1동,10.5,0,1.8,과실 및 채소 소매업,48389150,2020-12-15
2018-11-13,제주시,이도2동,10.5,0,1.8,건강보조식품 소매업,17523300,2020-12-15
2018-11-13,제주시,이도1동,10.5,0,1.8,건강보조식품 소매업,19473500,2020-12-15
2018-11-13,제주시,일도2동,10.5,0,1.8,건강보조식품 소매업,2507000,2020-12-15
2018-11-13,제주시,일도1동,10.5,0,1.8,건강보조식품 소매업,2877000,2020-12-15
2018-11-13,제주시,건입동,7.3,0,2.2,건강보조식품 소매업,781400,2020-12-15
2018-11-13,제주시,봉개동,7.3,0,2.2,건강보조식품 소매업,280000,2020-12-15
2018-11-14,서귀포시,예래동,13.3,0,1.1,골프장 운영업,405482100,2020-12-15
2018-11-14,제주시,아라동,8.6,0,1.6,건강보조식품 소매업,446000,2020-12-15
2018-11-14,제주시,삼양동,11.2,0,2.1,건강보조식품 소매업,591100,2020-12-15
2018-11-14,제주시,조천읍,11.2,0,2.1,건강보조식품 소매업,7111000,2020-12-15
2018-11-14,제주시,화북동,11.2,0,2.1,건강보조식품 소매업,8568860,2020-12-15
2018-11-14,제주시,추자면,13.2,0,2.1,과실 및 채소 소매업,6965100,2020-12-15
2018-11-14,제주시,우도면,15.2,0,2.5,과실 및 채소 소매업,15700900,2020-12-15
2018-11-14,서귀포시,대정읍,15.5,0,6.3,건강보조식품 소매업,4636000,2020-12-15
2018-11-14,제주시,애월읍,9,0,1.5,건강보조식품 소매업,2424000,2020-12-15
2018-11-14,서귀포시,안덕면,12.4,0,3.1,건강보조식품 소매업,65000,2020-12-15
2018-11-14,제주시,노형동,3.8,0,0.7,건강보조식품 소매업,29742760,2020-12-15
2018-11-14,제주시,연동,3.8,0,0.7,건강보조식품 소매업,397793510,2020-12-15
2018-11-14,제주시,한경면,12.4,0,2.6,골프장 운영업,360633300,2020-12-15
2018-11-14,제주시,한림읍,12.4,0,2.6,건강보조식품 소매업,5706050,2020-12-15
2018-11-14,서귀포시,남원읍,13.6,0,3.3,건강보조식품 소매업,518000,2020-12-15
2018-11-14,서귀포시,효돈동,13.6,0,3.3,과실 및 채소 소매업,25679600,2020-12-15
2018-11-14,제주시,구좌읍,12.8,0,2.9,골프장 운영업,384661170,2020-12-15
2018-11-14,서귀포시,성산읍,12.1,0,2.9,건강보조식품 소매업,4811000,2020-12-15
2018-11-14,서귀포시,표선면,12.1,0,2.9,건강보조식품 소매업,28044050,2020-12-15
2018-11-14,제주시,도두동,11.8,0,1.8,건강보조식품 소매업,55000,2020-12-15
2018-11-14,제주시,외도동,11.8,0,1.8,건강보조식품 소매업,3493600,2020-12-15
2018-11-14,제주시,이호동,11.8,0,1.8,건강보조식품 소매업,311641531,2020-12-15
2018-11-14,제주시,삼도2동,10.1,0,2.7,건강보조식품 소매업,434300,2020-12-15
2018-11-14,제주시,삼도1동,10.1,0,2.7,건강보조식품 소매업,13663960,2020-12-15
2018-11-14,제주시,오라동,10.1,0,2.7,골프장 운영업,417029486,2020-12-15
2018-11-14,제주시,용담2동,10.1,0,2.7,건강보조식품 소매업,978000,2020-12-15
2018-11-14,제주시,용담1동,10.1,0,2.7,과실 및 채소 소매업,48389150,2020-12-15
2018-11-14,제주시,이도2동,10.1,0,2.7,건강보조식품 소매업,17523300,2020-12-15
2018-11-14,제주시,이도1동,10.1,0,2.7,건강보조식품 소매업,19473500,2020-12-15
2018-11-14,제주시,일도2동,10.1,0,2.7,건강보조식품 소매업,2507000,2020-12-15
2018-11-14,제주시,일도1동,10.1,0,2.7,건강보조식품 소매업,2877000,2020-12-15
2018-11-14,제주시,건입동,6.5,0,1.5,건강보조식품 소매업,781400,2020-12-15
2018-11-14,제주시,봉개동,6.5,0,1.5,건강보조식품 소매업,280000,2020-12-15
2018-11-15,서귀포시,예래동,15.4,0,1.2,골프장 운영업,405482100,2020-12-15
2018-11-15,제주시,아라동,12.8,0,2.5,건강보조식품 소매업,446000,2020-12-15
2018-11-15,제주시,삼양동,14.6,0,2.9,건강보조식품 소매업,591100,2020-12-15
2018-11-15,제주시,조천읍,14.6,0,2.9,건강보조식품 소매업,7111000,2020-12-15
2018-11-15,제주시,화북동,14.6,0,2.9,건강보조식품 소매업,8568860,2020-12-15
2018-11-15,제주시,추자면,14.9,0,5.4,과실 및 채소 소매업,6965100,2020-12-15
2018-11-15,제주시,우도면,16.7,0,1.9,과실 및 채소 소매업,15700900,2020-12-15
2018-11-15,서귀포시,대정읍,18,0,4.7,건강보조식품 소매업,4636000,2020-12-15
2018-11-15,제주시,애월읍,11,0,1.2,건강보조식품 소매업,2424000,2020-12-15
2018-11-15,서귀포시,안덕면,14.6,0,2.4,건강보조식품 소매업,65000,2020-12-15
2018-11-15,제주시,노형동,6,0,0.6,건강보조식품 소매업,29742760,2020-12-15
2018-11-15,제주시,연동,6,0,0.6,건강보조식품 소매업,397793510,2020-12-15
2018-11-15,제주시,한경면,14.5,0,2.2,골프장 운영업,360633300,2020-12-15
2018-11-15,제주시,한림읍,14.5,0,2.2,건강보조식품 소매업,5706050,2020-12-15
2018-11-15,서귀포시,남원읍,16.2,0,2.1,건강보조식품 소매업,518000,2020-12-15
2018-11-15,서귀포시,효돈동,16.2,0,2.1,과실 및 채소 소매업,25679600,2020-12-15
2018-11-15,제주시,구좌읍,14.7,0,2.8,골프장 운영업,384661170,2020-12-15
2018-11-15,서귀포시,성산읍,14.8,0,1.9,건강보조식품 소매업,4811000,2020-12-15
2018-11-15,서귀포시,표선면,14.8,0,1.9,건강보조식품 소매업,28044050,2020-12-15
2018-11-15,제주시,도두동,14.4,0,2,건강보조식품 소매업,55000,2020-12-15
2018-11-15,제주시,외도동,14.4,0,2,건강보조식품 소매업,3493600,2020-12-15
2018-11-15,제주시,이호동,14.4,0,2,건강보조식품 소매업,311641531,2020-12-15
2018-11-15,제주시,삼도2동,13.4,0,3.3,건강보조식품 소매업,434300,2020-12-15
2018-11-15,제주시,삼도1동,13.4,0,3.3,건강보조식품 소매업,13663960,2020-12-15
2018-11-15,제주시,오라동,13.4,0,3.3,골프장 운영업,417029486,2020-12-15
2018-11-15,제주시,용담2동,13.4,0,3.3,건강보조식품 소매업,978000,2020-12-15
2018-11-15,제주시,용담1동,13.4,0,3.3,과실 및 채소 소매업,48389150,2020-12-15
2018-11-15,제주시,이도2동,13.4,0,3.3,건강보조식품 소매업,17523300,2020-12-15
2018-11-15,제주시,이도1동,13.4,0,3.3,건강보조식품 소매업,19473500,2020-12-15
2018-11-15,제주시,일도2동,13.4,0,3.3,건강보조식품 소매업,2507000,2020-12-15
2018-11-15,제주시,일도1동,13.4,0,3.3,건강보조식품 소매업,2877000,2020-12-15
2018-11-15,제주시,건입동,10.3,0,2.3,건강보조식품 소매업,781400,2020-12-15
2018-11-15,제주시,봉개동,10.3,0,2.3,건강보조식품 소매업,280000,2020-12-15
2018-11-16,서귀포시,예래동,14,6,1,골프장 운영업,405482100,2020-12-15
2018-11-16,제주시,아라동,11,5,1.9,건강보조식품 소매업,446000,2020-12-15
2018-11-16,제주시,삼양동,13.3,4.5,2.1,건강보조식품 소매업,591100,2020-12-15
2018-11-16,제주시,조천읍,13.3,4.5,2.1,건강보조식품 소매업,7111000,2020-12-15
2018-11-16,제주시,화북동,13.3,4.5,2.1,건강보조식품 소매업,8568860,2020-12-15
2018-11-16,제주시,추자면,13.4,4,3.2,과실 및 채소 소매업,6965100,2020-12-15
2018-11-16,제주시,우도면,15.4,2.5,3.3,과실 및 채소 소매업,15700900,2020-12-15
2018-11-16,서귀포시,대정읍,16,16.5,7.3,건강보조식품 소매업,4636000,2020-12-15
2018-11-16,제주시,애월읍,11,6,1.8,건강보조식품 소매업,2424000,2020-12-15
2018-11-16,서귀포시,안덕면,13.4,5.5,3.1,건강보조식품 소매업,65000,2020-12-15
2018-11-16,제주시,노형동,7.2,8.5,1.1,건강보조식품 소매업,29742760,2020-12-15
2018-11-16,제주시,연동,7.2,8.5,1.1,건강보조식품 소매업,397793510,2020-12-15
2018-11-16,제주시,한경면,14.1,4.5,2.9,골프장 운영업,360633300,2020-12-15
2018-11-16,제주시,한림읍,14.1,4.5,2.9,건강보조식품 소매업,5706050,2020-12-15
2018-11-16,서귀포시,남원읍,14.2,7.5,2.9,건강보조식품 소매업,518000,2020-12-15
2018-11-16,서귀포시,효돈동,14.2,7.5,2.9,과실 및 채소 소매업,25679600,2020-12-15
2018-11-16,제주시,구좌읍,14.9,3,3.7,골프장 운영업,384661170,2020-12-15
2018-11-16,서귀포시,성산읍,13.6,2,2.1,건강보조식품 소매업,4811000,2020-12-15
2018-11-16,서귀포시,표선면,13.6,2,2.1,건강보조식품 소매업,28044050,2020-12-15
2018-11-16,제주시,도두동,13.8,3,2.2,건강보조식품 소매업,55000,2020-12-15
2018-11-16,제주시,외도동,13.8,3,2.2,건강보조식품 소매업,3493600,2020-12-15
2018-11-16,제주시,이호동,13.8,3,2.2,건강보조식품 소매업,311641531,2020-12-15
2018-11-16,제주시,삼도2동,12.7,4,2.6,건강보조식품 소매업,434300,2020-12-15
2018-11-16,제주시,삼도1동,12.7,4,2.6,건강보조식품 소매업,13663960,2020-12-15
2018-11-16,제주시,오라동,12.7,4,2.6,골프장 운영업,417029486,2020-12-15
2018-11-16,제주시,용담2동,12.7,4,2.6,건강보조식품 소매업,978000,2020-12-15
2018-11-16,제주시,용담1동,12.7,4,2.6,과실 및 채소 소매업,48389150,2020-12-15
2018-11-16,제주시,이도2동,12.7,4,2.6,건강보조식품 소매업,17523300,2020-12-15
2018-11-16,제주시,이도1동,12.7,4,2.6,건강보조식품 소매업,19473500,2020-12-15
2018-11-16,제주시,일도2동,12.7,4,2.6,건강보조식품 소매업,2507000,2020-12-15
2018-11-16,제주시,일도1동,12.7,4,2.6,건강보조식품 소매업,2877000,2020-12-15
2018-11-16,제주시,건입동,9.5,6.5,2.1,건강보조식품 소매업,781400,2020-12-15
2018-11-16,제주시,봉개동,9.5,6.5,2.1,건강보조식품 소매업,280000,2020-12-15
2018-11-17,서귀포시,예래동,13.8,0,1.3,골프장 운영업,405482100,2020-12-15
2018-11-17,제주시,아라동,7.6,0,1.3,건강보조식품 소매업,446000,2020-12-15
2018-11-17,제주시,삼양동,10.2,0,3.1,건강보조식품 소매업,591100,2020-12-15
2018-11-17,제주시,조천읍,10.2,0,3.1,건강보조식품 소매업,7111000,2020-12-15
2018-11-17,제주시,화북동,10.2,0,3.1,건강보조식품 소매업,8568860,2020-12-15
2018-11-17,제주시,추자면,11.4,0,1.8,과실 및 채소 소매업,6965100,2020-12-15
2018-11-17,제주시,우도면,12.5,0,3.5,과실 및 채소 소매업,15700900,2020-12-15
2018-11-17,서귀포시,대정읍,14,0,11,건강보조식품 소매업,4636000,2020-12-15
2018-11-17,제주시,애월읍,7.6,0,2.2,건강보조식품 소매업,2424000,2020-12-15
2018-11-17,서귀포시,안덕면,11.2,0,5.7,건강보조식품 소매업,65000,2020-12-15
2018-11-17,제주시,노형동,3.6,0,1,건강보조식품 소매업,29742760,2020-12-15
2018-11-17,제주시,연동,3.6,0,1,건강보조식품 소매업,397793510,2020-12-15
2018-11-17,제주시,한경면,11.2,0,3.6,골프장 운영업,360633300,2020-12-15
2018-11-17,제주시,한림읍,11.2,0,3.6,건강보조식품 소매업,5706050,2020-12-15
2018-11-17,서귀포시,남원읍,13,0,3.8,건강보조식품 소매업,518000,2020-12-15
2018-11-17,서귀포시,효돈동,13,0,3.8,과실 및 채소 소매업,25679600,2020-12-15
2018-11-17,제주시,구좌읍,11.2,0,4.6,골프장 운영업,384661170,2020-12-15
2018-11-17,서귀포시,성산읍,11.1,0,4.3,건강보조식품 소매업,4811000,2020-12-15
2018-11-17,서귀포시,표선면,11.1,0,4.3,건강보조식품 소매업,28044050,2020-12-15
2018-11-17,제주시,도두동,10.4,0,1.8,건강보조식품 소매업,55000,2020-12-15
2018-11-17,제주시,외도동,10.4,0,1.8,건강보조식품 소매업,3493600,2020-12-15
2018-11-17,제주시,이호동,10.4,0,1.8,건강보조식품 소매업,311641531,2020-12-15
2018-11-17,제주시,삼도2동,8.8,0,2.2,건강보조식품 소매업,434300,2020-12-15
2018-11-17,제주시,삼도1동,8.8,0,2.2,건강보조식품 소매업,13663960,2020-12-15
2018-11-17,제주시,오라동,8.8,0,2.2,골프장 운영업,417029486,2020-12-15
2018-11-17,제주시,용담2동,8.8,0,2.2,건강보조식품 소매업,978000,2020-12-15
2018-11-17,제주시,용담1동,8.8,0,2.2,과실 및 채소 소매업,48389150,2020-12-15
2018-11-17,제주시,이도2동,8.8,0,2.2,건강보조식품 소매업,17523300,2020-12-15
2018-11-17,제주시,이도1동,8.8,0,2.2,건강보조식품 소매업,19473500,2020-12-15
2018-11-17,제주시,일도2동,8.8,0,2.2,건강보조식품 소매업,2507000,2020-12-15
2018-11-17,제주시,일도1동,8.8,0,2.2,건강보조식품 소매업,2877000,2020-12-15
2018-11-17,제주시,건입동,6.1,0,2.2,건강보조식품 소매업,781400,2020-12-15
2018-11-17,제주시,봉개동,6.1,0,2.2,건강보조식품 소매업,280000,2020-12-15
2018-11-18,서귀포시,예래동,12.4,0.5,1.1,골프장 운영업,405482100,2020-12-15
2018-11-18,제주시,아라동,7.4,0.5,0.7,건강보조식품 소매업,446000,2020-12-15
2018-11-18,제주시,삼양동,10.3,0,2.1,건강보조식품 소매업,591100,2020-12-15
2018-11-18,제주시,조천읍,10.3,0,2.1,건강보조식품 소매업,7111000,2020-12-15
2018-11-18,제주시,화북동,10.3,0,2.1,건강보조식품 소매업,8568860,2020-12-15
2018-11-18,제주시,추자면,11.3,0,1.5,과실 및 채소 소매업,6965100,2020-12-15
2018-11-18,제주시,우도면,12.7,0,3.1,과실 및 채소 소매업,15700900,2020-12-15
2018-11-18,서귀포시,대정읍,13.6,0.5,8.3,건강보조식품 소매업,4636000,2020-12-15
2018-11-18,제주시,애월읍,7.7,0.5,1.4,건강보조식품 소매업,2424000,2020-12-15
2018-11-18,서귀포시,안덕면,10.8,0.5,4.5,건강보조식품 소매업,65000,2020-12-15
2018-11-18,제주시,노형동,2.9,1,0.7,건강보조식품 소매업,29742760,2020-12-15
2018-11-18,제주시,연동,2.9,1,0.7,건강보조식품 소매업,397793510,2020-12-15
2018-11-18,제주시,한경면,11.3,0,2.6,골프장 운영업,360633300,2020-12-15
2018-11-18,제주시,한림읍,11.3,0,2.6,건강보조식품 소매업,5706050,2020-12-15
2018-11-18,서귀포시,남원읍,12,0.5,3.5,건강보조식품 소매업,518000,2020-12-15
2018-11-18,서귀포시,효돈동,12,0.5,3.5,과실 및 채소 소매업,25679600,2020-12-15
2018-11-18,제주시,구좌읍,11.4,0,3.7,골프장 운영업,384661170,2020-12-15
2018-11-18,서귀포시,성산읍,10.7,0,3.3,건강보조식품 소매업,4811000,2020-12-15
2018-11-18,서귀포시,표선면,10.7,0,3.3,건강보조식품 소매업,28044050,2020-12-15
2018-11-18,제주시,도두동,10.7,0,1.6,건강보조식품 소매업,55000,2020-12-15
2018-11-18,제주시,외도동,10.7,0,1.6,건강보조식품 소매업,3493600,2020-12-15
2018-11-18,제주시,이호동,10.7,0,1.6,건강보조식품 소매업,311641531,2020-12-15
2018-11-18,제주시,삼도2동,8.8,0.5,2,건강보조식품 소매업,434300,2020-12-15
2018-11-18,제주시,삼도1동,8.8,0.5,2,건강보조식품 소매업,13663960,2020-12-15
2018-11-18,제주시,오라동,8.8,0.5,2,골프장 운영업,417029486,2020-12-15
2018-11-18,제주시,용담2동,8.8,0.5,2,건강보조식품 소매업,978000,2020-12-15
2018-11-18,제주시,용담1동,8.8,0.5,2,과실 및 채소 소매업,48389150,2020-12-15
2018-11-18,제주시,이도2동,8.8,0.5,2,건강보조식품 소매업,17523300,2020-12-15
2018-11-18,제주시,이도1동,8.8,0.5,2,건강보조식품 소매업,19473500,2020-12-15
2018-11-18,제주시,일도2동,8.8,0.5,2,건강보조식품 소매업,2507000,2020-12-15
2018-11-18,제주시,일도1동,8.8,0.5,2,건강보조식품 소매업,2877000,2020-12-15
2018-11-18,제주시,건입동,6.1,0.5,1.6,건강보조식품 소매업,781400,2020-12-15
2018-11-18,제주시,봉개동,6.1,0.5,1.6,건강보조식품 소매업,280000,2020-12-15
2018-11-19,서귀포시,예래동,12.7,0,1.7,골프장 운영업,405482100,2020-12-15
2018-11-19,제주시,아라동,8.1,0,1,건강보조식품 소매업,446000,2020-12-15
2018-11-19,제주시,삼양동,10.9,0,2.3,건강보조식품 소매업,591100,2020-12-15
2018-11-19,제주시,조천읍,10.9,0,2.3,건강보조식품 소매업,7111000,2020-12-15
2018-11-19,제주시,화북동,10.9,0,2.3,건강보조식품 소매업,8568860,2020-12-15
2018-11-19,제주시,추자면,12.2,0,2,과실 및 채소 소매업,6965100,2020-12-15
2018-11-19,제주시,우도면,13.2,0,3.6,과실 및 채소 소매업,15700900,2020-12-15
2018-11-19,서귀포시,대정읍,14.1,0,7.4,건강보조식품 소매업,4636000,2020-12-15
2018-11-19,제주시,애월읍,8.4,0,1.9,건강보조식품 소매업,2424000,2020-12-15
2018-11-19,서귀포시,안덕면,11.3,0,4,건강보조식품 소매업,65000,2020-12-15
2018-11-19,제주시,노형동,3.9,0,1.6,건강보조식품 소매업,29742760,2020-12-15
2018-11-19,제주시,연동,3.9,0,1.6,건강보조식품 소매업,397793510,2020-12-15
2018-11-19,제주시,한경면,12,0,3,골프장 운영업,360633300,2020-12-15
2018-11-19,제주시,한림읍,12,0,3,건강보조식품 소매업,5706050,2020-12-15
2018-11-19,서귀포시,남원읍,12.7,0,4.5,건강보조식품 소매업,518000,2020-12-15
2018-11-19,서귀포시,효돈동,12.7,0,4.5,과실 및 채소 소매업,25679600,2020-12-15
2018-11-19,제주시,구좌읍,12.9,0,4.7,골프장 운영업,384661170,2020-12-15
2018-11-19,서귀포시,성산읍,10.5,0,2.7,건강보조식품 소매업,4811000,2020-12-15
2018-11-19,서귀포시,표선면,10.5,0,2.7,건강보조식품 소매업,28044050,2020-12-15
2018-11-19,제주시,도두동,11.2,0,2,건강보조식품 소매업,55000,2020-12-15
2018-11-19,제주시,외도동,11.2,0,2,건강보조식품 소매업,3493600,2020-12-15
2018-11-19,제주시,이호동,11.2,0,2,건강보조식품 소매업,311641531,2020-12-15
2018-11-19,제주시,삼도2동,9.4,0,2.3,건강보조식품 소매업,434300,2020-12-15
2018-11-19,제주시,삼도1동,9.4,0,2.3,건강보조식품 소매업,13663960,2020-12-15
2018-11-19,제주시,오라동,9.4,0,2.3,골프장 운영업,417029486,2020-12-15
2018-11-19,제주시,용담2동,9.4,0,2.3,건강보조식품 소매업,978000,2020-12-15
2018-11-19,제주시,용담1동,9.4,0,2.3,과실 및 채소 소매업,48389150,2020-12-15
2018-11-19,제주시,이도2동,9.4,0,2.3,건강보조식품 소매업,17523300,2020-12-15
2018-11-19,제주시,이도1동,9.4,0,2.3,건강보조식품 소매업,19473500,2020-12-15
2018-11-19,제주시,일도2동,9.4,0,2.3,건강보조식품 소매업,2507000,2020-12-15
2018-11-19,제주시,일도1동,9.4,0,2.3,건강보조식품 소매업,2877000,2020-12-15
2018-11-19,제주시,건입동,7.1,0,2,건강보조식품 소매업,781400,2020-12-15
2018-11-19,제주시,봉개동,7.1,0,2,건강보조식품 소매업,280000,2020-12-15
2018-11-20,서귀포시,예래동,10.6,0,1.3,골프장 운영업,405482100,2020-12-15
2018-11-20,제주시,아라동,8.1,0,1.9,건강보조식품 소매업,446000,2020-12-15
2018-11-20,제주시,삼양동,10.5,0,2.5,건강보조식품 소매업,591100,2020-12-15
2018-11-20,제주시,조천읍,10.5,0,2.5,건강보조식품 소매업,7111000,2020-12-15
2018-11-20,제주시,화북동,10.5,0,2.5,건강보조식품 소매업,8568860,2020-12-15
2018-11-20,제주시,추자면,12.4,0,2.3,과실 및 채소 소매업,6965100,2020-12-15
2018-11-20,제주시,우도면,13,0,2.4,과실 및 채소 소매업,15700900,2020-12-15
2018-11-20,서귀포시,대정읍,14.2,0,4.7,건강보조식품 소매업,4636000,2020-12-15
2018-11-20,제주시,애월읍,8,0,1.4,건강보조식품 소매업,2424000,2020-12-15
2018-11-20,서귀포시,안덕면,10.6,0,2.5,건강보조식품 소매업,65000,2020-12-15
2018-11-20,제주시,노형동,3.8,0,0.9,건강보조식품 소매업,29742760,2020-12-15
2018-11-20,제주시,연동,3.8,0,0.9,건강보조식품 소매업,397793510,2020-12-15
2018-11-20,제주시,한경면,11.1,0,2.6,골프장 운영업,360633300,2020-12-15
2018-11-20,제주시,한림읍,11.1,0,2.6,건강보조식품 소매업,5706050,2020-12-15
2018-11-20,서귀포시,남원읍,11.5,0,3,건강보조식품 소매업,518000,2020-12-15
2018-11-20,서귀포시,효돈동,11.5,0,3,과실 및 채소 소매업,25679600,2020-12-15
2018-11-20,제주시,구좌읍,10.6,0,3,골프장 운영업,384661170,2020-12-15
2018-11-20,서귀포시,성산읍,9.1,0,2.2,건강보조식품 소매업,4811000,2020-12-15
2018-11-20,서귀포시,표선면,9.1,0,2.2,건강보조식품 소매업,28044050,2020-12-15
2018-11-20,제주시,도두동,10.4,0,2,건강보조식품 소매업,55000,2020-12-15
2018-11-20,제주시,외도동,10.4,0,2,건강보조식품 소매업,3493600,2020-12-15
2018-11-20,제주시,이호동,10.4,0,2,건강보조식품 소매업,311641531,2020-12-15
2018-11-20,제주시,삼도2동,9.1,0,2.6,건강보조식품 소매업,434300,2020-12-15
2018-11-20,제주시,삼도1동,9.1,0,2.6,건강보조식품 소매업,13663960,2020-12-15
2018-11-20,제주시,오라동,9.1,0,2.6,골프장 운영업,417029486,2020-12-15
2018-11-20,제주시,용담2동,9.1,0,2.6,건강보조식품 소매업,978000,2020-12-15
2018-11-20,제주시,용담1동,9.1,0,2.6,과실 및 채소 소매업,48389150,2020-12-15
2018-11-20,제주시,이도2동,9.1,0,2.6,건강보조식품 소매업,17523300,2020-12-15
2018-11-20,제주시,이도1동,9.1,0,2.6,건강보조식품 소매업,19473500,2020-12-15
2018-11-20,제주시,일도2동,9.1,0,2.6,건강보조식품 소매업,2507000,2020-12-15
2018-11-20,제주시,일도1동,9.1,0,2.6,건강보조식품 소매업,2877000,2020-12-15
2018-11-20,제주시,건입동,6.5,0,2.1,건강보조식품 소매업,781400,2020-12-15
2018-11-20,제주시,봉개동,6.5,0,2.1,건강보조식품 소매업,280000,2020-12-15
2018-11-21,서귀포시,예래동,12.4,1,0.9,골프장 운영업,405482100,2020-12-15
2018-11-21,제주시,아라동,9,1,2,건강보조식품 소매업,446000,2020-12-15
2018-11-21,제주시,삼양동,11.7,1,1.7,건강보조식품 소매업,591100,2020-12-15
2018-11-21,제주시,조천읍,11.7,1,1.7,건강보조식품 소매업,7111000,2020-12-15
2018-11-21,제주시,화북동,11.7,1,1.7,건강보조식품 소매업,8568860,2020-12-15
2018-11-21,제주시,추자면,12.9,0,3.8,과실 및 채소 소매업,6965100,2020-12-15
2018-11-21,제주시,우도면,14,2.5,2.1,과실 및 채소 소매업,15700900,2020-12-15
2018-11-21,서귀포시,대정읍,15.1,1.5,5.6,건강보조식품 소매업,4636000,2020-12-15
2018-11-21,제주시,애월읍,8.8,0.5,1.1,건강보조식품 소매업,2424000,2020-12-15
2018-11-21,서귀포시,안덕면,11.4,1,2.4,건강보조식품 소매업,65000,2020-12-15
2018-11-21,제주시,노형동,4.8,3,0.6,건강보조식품 소매업,29742760,2020-12-15
2018-11-21,제주시,연동,4.8,3,0.6,건강보조식품 소매업,397793510,2020-12-15
2018-11-21,제주시,한경면,12,0.5,2.1,골프장 운영업,360633300,2020-12-15
2018-11-21,제주시,한림읍,12,0.5,2.1,건강보조식품 소매업,5706050,2020-12-15
2018-11-21,서귀포시,남원읍,12.8,1,2.5,건강보조식품 소매업,518000,2020-12-15
2018-11-21,서귀포시,효돈동,12.8,1,2.5,과실 및 채소 소매업,25679600,2020-12-15
2018-11-21,제주시,구좌읍,12.3,0.5,2.8,골프장 운영업,384661170,2020-12-15
2018-11-21,서귀포시,성산읍,11.4,1.5,1.8,건강보조식품 소매업,4811000,2020-12-15
2018-11-21,서귀포시,표선면,11.4,1.5,1.8,건강보조식품 소매업,28044050,2020-12-15
2018-11-21,제주시,도두동,12,0,1.8,건강보조식품 소매업,55000,2020-12-15
2018-11-21,제주시,외도동,12,0,1.8,건강보조식품 소매업,3493600,2020-12-15
2018-11-21,제주시,이호동,12,0,1.8,건강보조식품 소매업,311641531,2020-12-15
2018-11-21,제주시,삼도2동,10.6,0.5,2.6,건강보조식품 소매업,434300,2020-12-15
2018-11-21,제주시,삼도1동,10.6,0.5,2.6,건강보조식품 소매업,13663960,2020-12-15
2018-11-21,제주시,오라동,10.6,0.5,2.6,골프장 운영업,417029486,2020-12-15
2018-11-21,제주시,용담2동,10.6,0.5,2.6,건강보조식품 소매업,978000,2020-12-15
2018-11-21,제주시,용담1동,10.6,0.5,2.6,과실 및 채소 소매업,48389150,2020-12-15
2018-11-21,제주시,이도2동,10.6,0.5,2.6,건강보조식품 소매업,17523300,2020-12-15
2018-11-21,제주시,이도1동,10.6,0.5,2.6,건강보조식품 소매업,19473500,2020-12-15
2018-11-21,제주시,일도2동,10.6,0.5,2.6,건강보조식품 소매업,2507000,2020-12-15
2018-11-21,제주시,일도1동,10.6,0.5,2.6,건강보조식품 소매업,2877000,2020-12-15
2018-11-21,제주시,건입동,7.6,2,1.7,건강보조식품 소매업,781400,2020-12-15
2018-11-21,제주시,봉개동,7.6,2,1.7,건강보조식품 소매업,280000,2020-12-15
2018-11-22,서귀포시,예래동,8.8,0,2.5,골프장 운영업,405482100,2020-12-15
2018-11-22,제주시,아라동,5.5,0,2.3,건강보조식품 소매업,446000,2020-12-15
2018-11-22,제주시,삼양동,8,0,4.2,건강보조식품 소매업,591100,2020-12-15
2018-11-22,제주시,조천읍,8,0,4.2,건강보조식품 소매업,7111000,2020-12-15
2018-11-22,제주시,화북동,8,0,4.2,건강보조식품 소매업,8568860,2020-12-15
2018-11-22,제주시,추자면,9.3,0,2.2,과실 및 채소 소매업,6965100,2020-12-15
2018-11-22,제주시,우도면,10.5,0,5,과실 및 채소 소매업,15700900,2020-12-15
2018-11-22,서귀포시,대정읍,11,0,9.7,건강보조식품 소매업,4636000,2020-12-15
2018-11-22,제주시,애월읍,5.6,0.5,3.7,건강보조식품 소매업,2424000,2020-12-15
2018-11-22,서귀포시,안덕면,8.2,0,4.1,건강보조식품 소매업,65000,2020-12-15
2018-11-22,제주시,노형동,0.7,0,2.4,건강보조식품 소매업,29742760,2020-12-15
2018-11-22,제주시,연동,0.7,0,2.4,건강보조식품 소매업,397793510,2020-12-15
2018-11-22,제주시,한경면,9.2,0,5.4,골프장 운영업,360633300,2020-12-15
2018-11-22,제주시,한림읍,9.2,0,5.4,건강보조식품 소매업,5706050,2020-12-15
2018-11-22,서귀포시,남원읍,9.4,0,6.1,건강보조식품 소매업,518000,2020-12-15
2018-11-22,서귀포시,효돈동,9.4,0,6.1,과실 및 채소 소매업,25679600,2020-12-15
2018-11-22,제주시,구좌읍,10.1,0,6.7,골프장 운영업,384661170,2020-12-15
2018-11-22,서귀포시,성산읍,8.2,0,3.8,건강보조식품 소매업,4811000,2020-12-15
2018-11-22,서귀포시,표선면,8.2,0,3.8,건강보조식품 소매업,28044050,2020-12-15
2018-11-22,제주시,도두동,8.9,0,3.5,건강보조식품 소매업,55000,2020-12-15
2018-11-22,제주시,외도동,8.9,0,3.5,건강보조식품 소매업,3493600,2020-12-15
2018-11-22,제주시,이호동,8.9,0,3.5,건강보조식품 소매업,311641531,2020-12-15
